63831bff7a14a2170e898590,野生技能协会,122,知识区,0,8,80381
63831bff7a14a2170e898591,野生技能协会,122,知识区,0,9,74250
63831bff7a14a2170e898592,野生技能协会,122,知识区,0,10,76375
63831bff7a14a2170e898593,野生技能协会,122,知识区,0,11,51797
63831bff7a14a2170e898594,数码,95,科技区,1,1,77931
63831bff7a14a2170e898595,数码,95,科技区,1,2,67637
63831bff7a14a2170e898596,数码,95,科技区,1,3,90725
63831bff7a14a2170e898597,数码,95,科技区,1,4,93299
63831bff7a14a2170e898598,数码,95,科技区,1,5,100463
63831bff7a14a2170e898599,数码,95,科技区,1,6,111517
63831bff7a14a2170e89859a,数码,95,科技区,1,7,114339
63831bff7a14a2170e89859b,数码,95,科技区,1,8,132175
63831bff7a14a2170e89859c,数码,95,科技区,1,9,179750
63831bff7a14a2170e89859d,数码,95,科技区,1,10,168533
63831bff7a14a2170e89859e,数码,95,科技区,1,11,95500
63831bff7a14a2170e89859f,软件应用,230,科技区,1,1,20212
63831bff7a14a2170e8985a0,软件应用,230,科技区,1,2,16966
63831bff7a14a2170e8985a1,软件应用,230,科技区,1,3,24244
63831bff7a14a2170e8985a2,软件应用,230,科技区,1,4,26503
63831bff7a14a2170e8985a3,软件应用,230,科技区,1,5,26095
63831bff7a14a2170e8985a4,软件应用,230,科技区,1,6,25479
63831bff7a14a2170e8985a5,软件应用,230,科技区,1,7,30813
63831bff7a14a2170e8985a6,软件应用,230,科技区,1,8,38226
63831bff7a14a2170e8985a7,软件应用,230,科技区,1,9,31449
63831bff7a14a2170e8985a8,软件应用,230,科技区,1,10,38713
63831bff7a14a2170e8985a9,软件应用,230,科技区,1,11,36528
63831bff7a14a2170e8985aa,计算机技术,231,科技区,1,1,20316
63831bff7a14a2170e8985ab,计算机技术,231,科技区,1,2,17798
63831bff7a14a2170e8985ac,计算机技术,231,科技区,1,3,30364
63831bff7a14a2170e8985ad,计算机技术,231,科技区,1,4,36663
63831bff7a14a2170e8985ae,计算机技术,231,科技区,1,5,37893
63831bff7a14a2170e8985af,计算机技术,231,科技区,1,6,34896
63831bff7a14a2170e8985b0,计算机技术,231,科技区,1,7,43125
63831bff7a14a2170e8985b1,计算机技术,231,科技区,1,8,40345
63831bff7a14a2170e8985b2,计算机技术,231,科技区,1,9,41875
63831bff7a14a2170e8985b3,计算机技术,231,科技区,1,10,48176
63831bff7a14a2170e8985b4,计算机技术,231,科技区,1,11,36795
63831bff7a14a2170e8985b5,科工机械,232,科技区,1,1,25854
63831bff7a14a2170e8985b6,科工机械,232,科技区,1,2,26831
63831bff7a14a2170e8985b7,科工机械,232,科技区,1,3,42974
63831bff7a14a2170e8985b8,科工机械,232,科技区,1,4,49356
63831bff7a14a2170e8985b9,科工机械,232,科技区,1,5,60955
63831bff7a14a2170e8985ba,科工机械,232,科技区,1,6,59767
